"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"An approximate compressor for wearable biomedical healthcare monitoring systems","F. Samie; L. Bauer; J. Henkel","Chair for Embedded Systems (CES) Karlsruhe Institute of Technology (KIT), Germany; Chair for Embedded Systems (CES) Karlsruhe Institute of Technology (KIT), Germany; Chair for Embedded Systems (CES) Karlsruhe Institute of Technology (KIT), Germany","2015 International Conference on Hardware/Software Codesign and System Synthesis (CODES+ISSS)","","2015","","","133","142","","","","10.1109/CODESISSS.2015.7331376","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7331376","Biomedical Healthcare;Wearable Devices;Approximate Computing;Compression;Internet of Things;IoT","Electrocardiography;Approximation methods;Biomedical monitoring;Medical services;Monitoring;Encoding;Histograms","biomedical telemetry;compressed sensing;health care;medical signal processing;patient monitoring","wearable biomedical healthcare monitoring systems;wearable personal healthcare monitoring systems;ultralow-power design;battery-operated wearable devices;energy supply;hardware resources;biosignal compressor;compression technique;Huffman table;wireless communication;wearable device energy consumption","","","","","","","","","IEEE","IEEE Conferences"
"PC4HC: Personalized communication for health care","M. Generali; M. Gazzano; M. Dolla","Doxee s.p.a., Modena, Italy; Doxee s.p.a., Modena, Italy; Doxee s.p.a., Modena, Italy","2017 IEEE 3rd International Forum on Research and Technologies for Society and Industry (RTSI)","","2017","","","1","5","","","","10.1109/RTSI.2017.8065934","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8065934","Big Data;Internet of Things;Patient Empowerment;Mobile Health;Data Mining;Persuasive Computing Technology","Medical services;Wearable sensors;Big Data;Data mining;Computers;Mobile communication;Biomedical monitoring","Big Data;data mining;diseases;health care;medical diagnostic computing;medical information systems;patient diagnosis;patient treatment","PC4HC;healthcare facilities;clinical data;personal health systems;Big Data;Data Mining;healthcare system;patient empowerment;persuasive computing;personalized communication for health care;multimorbidity;dialysis treatment","","","","","","","","","IEEE","IEEE Conferences"
"Technology for continuous long-term monitoring of pregnant women for safe childbirth","G. K. Endo; I. Oluwayomi; V. Alexandra; Y. Athavale; S. Krishnan","Department of Electrical and Computer Engineering, Ryerson University, Toronto ON, M5B2K3, Canada; Department of Electrical and Computer Engineering, Ryerson University, Toronto ON, M5B2K3, Canada; Department of Electrical and Computer Engineering, Ryerson University, Toronto ON, M5B2K3, Canada; Department of Electrical and Computer Engineering, Ryerson University, Toronto ON, M5B2K3, Canada; Department of Electrical and Computer Engineering, Ryerson University, Toronto ON, M5B2K3, Canada","2017 IEEE Canada International Humanitarian Technology Conference (IHTC)","","2017","","","6","10","","","","10.1109/IHTC.2017.8058200","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8058200","","Pregnancy;Smart phones;Sensors;Monitoring;Heart rate;Feature extraction","biometrics (access control);cardiology;health care;intelligent sensors;Internet of Things;medical signal detection;medical signal processing;obstetrics;patient monitoring;signal classification;smart phones","smartphone;pregnant women;patient monitoring;healthcare;safe childbirth;Internet-of-things;biometric monitoring;sensors;biomedical signal acquisition device;signal processing;remote heart rate monitoring;physical activity monitoring;accessory device","","","","","","","","","IEEE","IEEE Conferences"
"Smart medicine transportation and medication monitoring system in EPharmacyNet","T. Edoh","Technical University of Munich, Institut f&#x00FC;r Informatik / I1, Boltzmannstra&#x00DF;e 3, D-85748 Garching b. M&#x00FC;nchen/Germany","2017 International Rural and Elderly Health Informatics Conference (IREHI)","","2017","","","1","9","","","","10.1109/IREEHI.2017.8350381","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8350381","Internet of Things (IoT);Medical treatment adherence;smart system;EpharmacyNet;Medication monitoring","","health care;Internet of Things;mail order;medical supplies;patient monitoring;patient treatment;pharmaceuticals","EPharmacyNet;Mail order pharmacy;sub-Saharan African healthcare systems;severe medicine supply issues;pharmaceutical care;medication monitoring system;IoT technology-based system;IoT-based smart medicine transportation","","","","","","","","","IEEE","IEEE Conferences"
"Big data analytics of IoT based Health care monitoring system","P. Dineshkumar; R. SenthilKumar; K. Sujatha; R. S. Ponmagal; V. N. Rajavarman","Dept. of Computer Science and Engineering, Dr. M.G.R. Educational Research Institute University, Chennai, India; TCS Ltd, Bangalore, India; Dept. of Electrical and Electronics Engineering, Dr. M.G.R. Educational Research Institute University, Chennai, India; Dept. of Computer Science and Engineering, Dr. M.G.R. Educational Research Institute University, Chennai, India; Dept. of Computer Science and Engineering, Dr. M.G.R. Educational Research Institute University, Chennai, India","2016 IEEE Uttar Pradesh Section International Conference on Electrical, Computer and Electronics Engineering (UPCON)","","2016","","","55","60","","","","10.1109/UPCON.2016.7894624","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7894624","Big data;Bio sensors;Cloud;health care monitoring systems;Hadoop;IoT","","Big Data;biosensors;cloud computing;data analysis;health care;Internet of Things;medical information systems;patient monitoring;wearable computers","Big data analytics;IoT;health care monitoring system;Internet of Things;wearable biosensors;Internet of health sensor things;physicians concern;patients health information;Intel Galileo Gen 2;cloud computing;Hadoop","","","","","","","","","IEEE","IEEE Conferences"
"Enabling automatic composition of stream processing services through ontology-based standardization","P. Świątek; P. Stelmach; Ł. Falas; P. Schauer","Institute of Computer Science, Wrocław University of Technology, Wyb. Wyspiańskiego 27, 50-370 Wrocław, Poland; Institute of Computer Science, Wrocław University of Technology, Wyb. Wyspiańskiego 27, 50-370 Wrocław, Poland; Institute of Computer Science, Wrocław University of Technology, Wyb. Wyspiańskiego 27, 50-370 Wrocław, Poland; Institute of Computer Science, Wrocław University of Technology, Wyb. Wyspiańskiego 27, 50-370 Wrocław, Poland","2014 IEEE 16th International Conference on e-Health Networking, Applications and Services (Healthcom)","","2014","","","88","93","","","","10.1109/HealthCom.2014.7001819","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7001819","","Standards;Training;Sensors;Monitoring;Protocols;Semantics;Internet of Things","health care;Internet of Things;medical information systems;ontologies (artificial intelligence)","automatic composition;stream processing service;ontology-based standardization;e-health services;healthcare application;ComSS platform;SmartFit application;Internet of Things","","","","","","","","","IEEE","IEEE Conferences"
"Opportunities and Challenges of Internet-Based Health Interventions in the Future Internet","A. K. Lim; C. Thuemmler","NA; NA","2015 12th International Conference on Information Technology - New Generations","","2015","","","567","573","","","","10.1109/ITNG.2015.95","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7113533","eHealth;Future Internet;Internet-based health interventions;Internet of Everything;Internet of Things;Psychological and Social Barriers","Internet;Psychology;Mobile communication;Privacy;Data mining;Diseases","health care;human factors;Internet","Internet-based health interventions;future Internet;behavioral treatments;social barriers;psychological barriers;technology acceptance","","","","","","","","","IEEE","IEEE Conferences"
"Big Data Sensing and Service: A Tutorial","J. Gao; L. Lei; S. Yu","NA; NA; NA","2015 IEEE First International Conference on Big Data Computing Service and Applications","","2015","","","79","88","","","","10.1109/BigDataService.2015.45","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7184867","Big Data Sensing;Sensor-Based Big Data Analytics;Internet of Things;Sensor Cloud;Sensor Big Data","Sensors;Big data;Monitoring;Cloud computing;Wireless sensor networks;Data models;Data analysis","Big Data;Internet;Internet of Things","Internet of Things;IoT;M2M sensor;Big data sensing;sensor-oriented application;Big Data service","","","","","","","","","IEEE","IEEE Conferences"
"LIoPY: A Legal Compliant Ontology to Preserve Privacy for the Internet of Things","F. Loukil; C. Ghedira-Guegan; K. Boukadi; A. N. Benharkat","NA; NA; NA; NA","2018 IEEE 42nd Annual Computer Software and Applications Conference (COMPSAC)","","2018","02","","701","706","","","","10.1109/COMPSAC.2018.10322","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8377950","Internet of Things (IoT);privacy ontology;IoT data lifecycle","Privacy;Data privacy;Ontologies;Smart devices;Law;Standards","","","","","","","","","","","IEEE","IEEE Conferences"
"An ANT+ Protocol Based Health Care System","N. Q. Mehmood; R. Culmone","NA; NA","2015 IEEE 29th International Conference on Advanced Information Networking and Applications Workshops","","2015","","","193","198","","","","10.1109/WAINA.2015.45","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7096171","body networks;sensors;healthcare;ANT+;heart rate;footpod;temperature","Monitoring;Protocols;Biomedical monitoring;Heart rate;Medical services;Temperature sensors","body area networks;energy consumption;health care;Internet of Things;protocols","ANT+ protocol;health care system;body area network;BAN;energy consumption;ZigBee;BlueTooth;WiFi;Internet of Things;IoT;health care service;heart rate;environmental temperature sensor","","","","","","","","","IEEE","IEEE Conferences"
"Developing Disruptive Innovations for Sustainability: A Review on Impact of Internet of Things (IOT)","M. Nasiri; N. Tura; V. Ojanen","NA; NA; NA","2017 Portland International Conference on Management of Engineering and Technology (PICMET)","","2017","","","1","10","","","","10.23919/PICMET.2017.8125369","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8125369","","Technological innovation;Sustainable development;Companies;Internet of Things;Biological system modeling;Industries","business data processing;innovation management;Internet of Things;sustainable development","disruptive innovations;sustainability;business operations;influential solutions;increased digitalization;multiple value creation mechanisms;Internet of Things;connecting existing information;networked economies;societies;IOT solutions;business markets;healthcare;transportation solutions;disruptive sustainable change","","","","","","","","","IEEE","IEEE Conferences"
"A Smart System for Sleep Monitoring by Integrating IoT With Big Data Analytics","D. C. Yacchirema; D. Sarabia-Jácome; C. E. Palau; M. Esteve","Departamento de Informática y Ciencias de la Computación, Escuela Politécnica Nacional, Quito, Ecuador; Communication Department, Universitat Politècnica de València, Valencia, Spain; Communication Department, Universitat Politècnica de València, Valencia, Spain; Communication Department, Universitat Politècnica de València, Valencia, Spain","IEEE Access","","2018","6","","35988","36001","","","","10.1109/ACCESS.2018.2849822","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8392685","Internet-of-Things;big data;interoperability;sleep monitoring;health monitoring;open data;fog computing;cloud computing","Sleep apnea;Monitoring;Biomedical monitoring;Real-time systems;Computer architecture;Big Data;Sensors","Big Data;cloud computing;geriatrics;health care;Internet of Things;open systems;patient monitoring;sleep","real-time monitoring;healthcare solutions;OSA detection;innovative system;elderly people;sleep environment;physical activities;physiological parameters;open data;smart cities;real-time notifications;fog computing approach;smart device operating;batch data processing;predictive analysis;outdoor activities;performed experiments;air quality index prediction;OSA treatment;smart system;sleep monitoring;integrating IoT;obtrusive sleep apnea;important sleep disorders;direct adverse impact;intellectual deterioration;personality disorders;Big Data tools;psychomotor performance","","","","","","","","","IEEE","IEEE Journals & Magazines"
